Country,Region,Year,Disease,New_Cases,Deaths,Prevalence_Rate,Incidence_Rate,Population
Jordan,Eastern Mediterranean,2002,HPV,6483,50,3.94,126.88,5110000
Jordan,Eastern Mediterranean,2003,HIV/AIDS,2512,537,0.66,48.65,5165000
Jordan,Eastern Mediterranean,2003,Hepatitis B,5650,360,2.68,109.4,5165000
Jordan,Eastern Mediterranean,2003,Syphilis,3384,61,0.44,65.52,5165000
Jordan,Eastern Mediterranean,2003,HPV,6379,48,3.68,123.51,5165000
Jordan,Eastern Mediterranean,2004,HIV/AIDS,2608,660,0.61,49.98,5220000
Jordan,Eastern Mediterranean,2004,Hepatitis B,4851,325,2.76,92.95,5220000
Jordan,Eastern Mediterranean,2004,Syphilis,2890,60,0.44,55.38,5220000
Jordan,Eastern Mediterranean,2004,HPV,6476,56,3.82,124.08,5220000
Jordan,Eastern Mediterranean,2005,HIV/AIDS,2440,663,0.61,46.27,5275000
Jordan,Eastern Mediterranean,2005,Hepatitis B,5730,341,2.81,108.63,5275000
Jordan,Eastern Mediterranean,2005,Syphilis,3224,72,0.41,61.13,5275000
Jordan,Eastern Mediterranean,2005,HPV,6427,48,3.74,121.85,5275000
Jordan,Eastern Mediterranean,2006,HIV/AIDS,2502,640,0.58,46.95,5330000
Jordan,Eastern Mediterranean,2006,Hepatitis B,5367,333,2.67,100.7,5330000
Jordan,Eastern Mediterranean,2006,Syphilis,3647,72,0.42,68.44,5330000
Jordan,Eastern Mediterranean,2006,HPV,6041,48,3.56,113.34,5330000
Jordan,Eastern Mediterranean,2007,HIV/AIDS,2643,568,0.59,49.09,5385000
Jordan,Eastern Mediterranean,2007,Hepatitis B,5730,357,2.7,106.41,5385000
Jordan,Eastern Mediterranean,2007,Syphilis,3439,73,0.47,63.87,5385000
Jordan,Eastern Mediterranean,2007,HPV,6537,51,3.84,121.41,5385000
Jordan,Eastern Mediterranean,2008,HIV/AIDS,2516,589,0.61,46.26,5440000
Jordan,Eastern Mediterranean,2008,Hepatitis B,4901,284,2.75,90.11,5440000
Jordan,Eastern Mediterranean,2008,Syphilis,3046,65,0.43,56.01,5440000
Jordan,Eastern Mediterranean,2008,HPV,6227,50,3.95,114.47,5440000
Jordan,Eastern Mediterranean,2009,HIV/AIDS,2765,583,0.65,50.33,5495000
Jordan,Eastern Mediterranean,2009,Hepatitis B,5901,364,2.57,107.4,5495000
Jordan,Eastern Mediterranean,2009,Syphilis,3654,75,0.43,66.5,5495000
Jordan,Eastern Mediterranean,2009,HPV,5974,40,3.5,108.73,5495000
Jordan,Eastern Mediterranean,2010,HIV/AIDS,2332,578,0.58,42.03,5549999
Jordan,Eastern Mediterranean,2010,Hepatitis B,5389,341,2.77,97.11,5549999
Jordan,Eastern Mediterranean,2010,Syphilis,3113,67,0.43,56.1,5549999
Jordan,Eastern Mediterranean,2010,HPV,6748,47,3.73,121.6,5549999
Jordan,Eastern Mediterranean,2011,HIV/AIDS,2714,634,0.66,48.43,5605000
Jordan,Eastern Mediterranean,2011,Hepatitis B,5071,312,2.58,90.48,5605000
Jordan,Eastern Mediterranean,2011,Syphilis,3839,72,0.46,68.5,5605000
Jordan,Eastern Mediterranean,2011,HPV,6424,51,3.96,114.62,5605000
Jordan,Eastern Mediterranean,2012,HIV/AIDS,2714,621,0.61,47.96,5660000
Jordan,Eastern Mediterranean,2012,Hepatitis B,5480,375,2.77,96.83,5660000
Jordan,Eastern Mediterranean,2012,Syphilis,3582,69,0.44,63.29,5660000
Jordan,Eastern Mediterranean,2012,HPV,6330,54,3.68,111.85,5660000
Jordan,Eastern Mediterranean,2013,HIV/AIDS,2460,611,0.61,43.06,5715000
Jordan,Eastern Mediterranean,2013,Hepatitis B,4878,293,2.86,85.36,5715000
Jordan,Eastern Mediterranean,2013,Syphilis,3577,77,0.46,62.6,5715000
Jordan,Eastern Mediterranean,2013,HPV,6775,51,3.69,118.55,5715000
Jordan,Eastern Mediterranean,2014,HIV/AIDS,2632,656,0.63,45.62,5770000
Jordan,Eastern Mediterranean,2014,Hepatitis B,5469,297,2.91,94.79,5770000
Jordan,Eastern Mediterranean,2014,Syphilis,3704,72,0.42,64.2,5770000
Jordan,Eastern Mediterranean,2014,HPV,6559,50,3.76,113.69,5770000
Jordan,Eastern Mediterranean,2015,HIV/AIDS,2712,656,0.65,46.56,5825000
Jordan,Eastern Mediterranean,2015,Hepatitis B,5943,387,2.75,102.04,5825000
Jordan,Eastern Mediterranean,2015,Syphilis,3437,65,0.43,59.01,5825000
Jordan,Eastern Mediterranean,2015,HPV,5820,42,3.76,99.92,5825000
Jordan,Eastern Mediterranean,2016,HIV/AIDS,2561,545,0.59,43.56,5880000
Jordan,Eastern Mediterranean,2016,Hepatitis B,5975,405,2.86,101.63,5880000
Jordan,Eastern Mediterranean,2016,Syphilis,3742,76,0.41,63.65,5880000
Jordan,Eastern Mediterranean,2016,HPV,6480,57,3.47,110.22,5880000
Jordan,Eastern Mediterranean,2017,HIV/AIDS,2539,608,0.64,42.79,5935000
Jordan,Eastern Mediterranean,2017,Hepatitis B,5569,381,2.68,93.84,5935000
Jordan,Eastern Mediterranean,2017,Syphilis,3714,64,0.42,62.59,5935000
Jordan,Eastern Mediterranean,2017,HPV,6622,59,4.05,111.59,5935000
Jordan,Eastern Mediterranean,2018,HIV/AIDS,2568,657,0.67,42.88,5990000
Jordan,Eastern Mediterranean,2018,Hepatitis B,5245,275,2.83,87.57,5990000
Jordan,Eastern Mediterranean,2018,Syphilis,3610,65,0.44,60.27,5990000
Jordan,Eastern Mediterranean,2018,HPV,7102,54,4.06,118.57,5990000
Jordan,Eastern Mediterranean,2019,HIV/AIDS,2555,546,0.61,42.28,6045000
Jordan,Eastern Mediterranean,2019,Hepatitis B,5248,298,2.67,86.83,6045000
Jordan,Eastern Mediterranean,2019,Syphilis,3648,66,0.42,60.35,6045000
Jordan,Eastern Mediterranean,2019,HPV,7069,53,3.51,116.94,6045000
Jordan,Eastern Mediterranean,2020,HIV/AIDS,2443,589,0.61,40.06,6100000
Jordan,Eastern Mediterranean,2020,Hepatitis B,4905,299,2.85,80.42,6100000
Jordan,Eastern Mediterranean,2020,Syphilis,4091,80,0.45,67.07,6100000
Jordan,Eastern Mediterranean,2020,HPV,6312,50,3.6,103.48,6100000
Jordan,Eastern Mediterranean,2021,HIV/AIDS,2162,546,0.6,35.14,6154999
Jordan,Eastern Mediterranean,2021,Hepatitis B,4986,312,2.59,81.02,6154999
Jordan,Eastern Mediterranean,2021,Syphilis,3894,88,0.47,63.27,6154999
Jordan,Eastern Mediterranean,2021,HPV,7208,53,3.72,117.12,6154999
Jordan,Eastern Mediterranean,2022,HIV/AIDS,2451,609,0.63,39.47,6210000
Jordan,Eastern Mediterranean,2022,Hepatitis B,5243,287,2.59,84.43,6210000
Jordan,Eastern Mediterranean,2022,Syphilis,3726,84,0.42,60.01,6210000
Jordan,Eastern Mediterranean,2022,HPV,5888,53,3.83,94.82,6210000
Jordan,Eastern Mediterranean,2023,HIV/AIDS,2303,585,0.62,36.77,6265000
Jordan,Eastern Mediterranean,2023,Hepatitis B,5240,344,2.78,83.65,6265000
Jordan,Eastern Mediterranean,2023,Syphilis,4294,98,0.47,68.55,6265000
Jordan,Eastern Mediterranean,2023,HPV,6427,53,3.91,102.6,6265000
Morocco,Eastern Mediterranean,2000,HIV/AIDS,16280,4199,0.67,56.14,29000000
Morocco,Eastern Mediterranean,2000,Hepatitis B,33756,2118,2.81,116.4,29000000
Morocco,Eastern Mediterranean,2000,Syphilis,17382,373,0.47,59.94,29000000
Morocco,Eastern Mediterranean,2000,HPV,37082,297,3.84,127.87,29000000
Morocco,Eastern Mediterranean,2001,HIV/AIDS,15125,3369,0.61,51.59,29318999
Morocco,Eastern Mediterranean,2001,Hepatitis B,34068,2335,2.8,116.2,29318999
Morocco,Eastern Mediterranean,2001,Syphilis,17468,357,0.48,59.58,29318999
Morocco,Eastern Mediterranean,2001,HPV,36619,311,3.98,124.9,29318999
Morocco,Eastern Mediterranean,2002,HIV/AIDS,17053,3562,0.65,57.54,29638000
Morocco,Eastern Mediterranean,2002,Hepatitis B,29812,1785,2.98,100.59,29638000
Morocco,Eastern Mediterranean,2002,Syphilis,18968,366,0.47,64.0,29638000
Morocco,Eastern Mediterranean,2002,HPV,37462,318,4.03,126.4,29638000
Morocco,Eastern Mediterranean,2003,HIV/AIDS,16377,4042,0.68,54.67,29956999
Morocco,Eastern Mediterranean,2003,Hepatitis B,34696,2164,2.71,115.82,29956999
Morocco,Eastern Mediterranean,2003,Syphilis,19927,373,0.46,66.52,29956999
Morocco,Eastern Mediterranean,2003,HPV,35978,323,3.81,120.1,29956999
Morocco,Eastern Mediterranean,2004,HIV/AIDS,15125,3713,0.61,49.96,30276000
Morocco,Eastern Mediterranean,2004,Hepatitis B,30884,1889,2.7,102.01,30276000
Morocco,Eastern Mediterranean,2004,Syphilis,19446,400,0.44,64.23,30276000
Morocco,Eastern Mediterranean,2004,HPV,36349,278,4.06,120.06,30276000
Morocco,Eastern Mediterranean,2005,HIV/AIDS,14728,3599,0.69,48.14,30595000
Morocco,Eastern Mediterranean,2005,Hepatitis B,28438,1551,3.03,92.95,30595000
Morocco,Eastern Mediterranean,2005,Syphilis,20767,473,0.48,67.88,30595000
Morocco,Eastern Mediterranean,2005,HPV,39712,343,3.75,129.8,30595000
Morocco,Eastern Mediterranean,2006,HIV/AIDS,14922,3686,0.65,48.27,30914000
Morocco,Eastern Mediterranean,2006,Hepatitis B,28716,1494,2.65,92.89,30914000
Morocco,Eastern Mediterranean,2006,Syphilis,18205,408,0.44,58.89,30914000
Morocco,Eastern Mediterranean,2006,HPV,36429,321,4.08,117.84,30914000
Morocco,Eastern Mediterranean,2007,HIV/AIDS,16291,4336,0.63,52.16,31233000
Morocco,Eastern Mediterranean,2007,Hepatitis B,33575,2257,3.0,107.5,31233000
Morocco,Eastern Mediterranean,2007,Syphilis,20504,458,0.46,65.65,31233000
Morocco,Eastern Mediterranean,2007,HPV,36142,250,4.09,115.72,31233000
Morocco,Eastern Mediterranean,2008,HIV/AIDS,13772,2882,0.64,43.65,31552000
Morocco,Eastern Mediterranean,2008,Hepatitis B,35303,2256,2.66,111.89,31552000
Morocco,Eastern Mediterranean,2008,Syphilis,19202,370,0.49,60.86,31552000
Morocco,Eastern Mediterranean,2008,HPV,32946,267,3.6,104.42,31552000
Morocco,Eastern Mediterranean,2009,HIV/AIDS,17031,3887,0.69,53.44,31871000
Morocco,Eastern Mediterranean,2009,Hepatitis B,31947,1929,2.7,100.24,31871000
Morocco,Eastern Mediterranean,2009,Syphilis,21053,435,0.44,66.06,31871000
Morocco,Eastern Mediterranean,2009,HPV,40160,295,3.58,126.01,31871000
Morocco,Eastern Mediterranean,2010,HIV/AIDS,14376,3104,0.6,44.66,32189999
Morocco,Eastern Mediterranean,2010,Hepatitis B,33026,2123,2.7,102.6,32189999
Morocco,Eastern Mediterranean,2010,Syphilis,22632,474,0.49,70.31,32189999
Morocco,Eastern Mediterranean,2010,HPV,34710,255,3.63,107.83,32189999
Morocco,Eastern Mediterranean,2011,HIV/AIDS,16823,3894,0.69,51.75,32509000
Morocco,Eastern Mediterranean,2011,Hepatitis B,30997,1743,2.89,95.35,32509000
Morocco,Eastern Mediterranean,2011,Syphilis,23347,448,0.44,71.82,32509000
Morocco,Eastern Mediterranean,2011,HPV,36796,284,3.66,113.19,32509000
Morocco,Eastern Mediterranean,2012,HIV/AIDS,16404,4036,0.6,49.97,32828000
Morocco,Eastern Mediterranean,2012,Hepatitis B,31633,1620,2.73,96.36,32828000
Morocco,Eastern Mediterranean,2012,Syphilis,20353,392,0.43,62.0,32828000
Morocco,Eastern Mediterranean,2012,HPV,40119,364,4.03,122.21,32828000
Morocco,Eastern Mediterranean,2013,HIV/AIDS,14912,3756,0.66,44.99,33147000
Morocco,Eastern Mediterranean,2013,Hepatitis B,30359,1837,2.79,91.59,33147000
Morocco,Eastern Mediterranean,2013,Syphilis,23080,423,0.46,69.63,33147000
Morocco,Eastern Mediterranean,2013,HPV,41848,380,3.65,126.25,33147000
Morocco,Eastern Mediterranean,2014,HIV/AIDS,16100,4205,0.68,48.11,33465999
Morocco,Eastern Mediterranean,2014,Hepatitis B,30353,1961,2.94,90.7,33465999
Morocco,Eastern Mediterranean,2014,Syphilis,23128,418,0.44,69.11,33465999
Morocco,Eastern Mediterranean,2014,HPV,36568,299,3.88,109.27,33465999
Morocco,Eastern Mediterranean,2015,HIV/AIDS,16108,4070,0.67,47.68,33785000
Morocco,Eastern Mediterranean,2015,Hepatitis B,30798,1756,2.87,91.16,33785000
Morocco,Eastern Mediterranean,2015,Syphilis,20943,398,0.42,61.99,33785000
Morocco,Eastern Mediterranean,2015,HPV,36160,251,3.94,107.03,33785000
Morocco,Eastern Mediterranean,2016,HIV/AIDS,14180,3547,0.59,41.58,34104000
Morocco,Eastern Mediterranean,2016,Hepatitis B,33002,1770,2.81,96.77,34104000
Morocco,Eastern Mediterranean,2016,Syphilis,24742,521,0.47,72.55,34104000
Morocco,Eastern Mediterranean,2016,HPV,38646,345,4.08,113.32,34104000
Morocco,Eastern Mediterranean,2017,HIV/AIDS,14464,3190,0.66,42.02,34423000
Morocco,Eastern Mediterranean,2017,Hepatitis B,33641,1719,2.84,97.73,34423000
Morocco,Eastern Mediterranean,2017,Syphilis,25035,469,0.49,72.73,34423000
Morocco,Eastern Mediterranean,2017,HPV,42760,337,3.78,124.22,34423000
Morocco,Eastern Mediterranean,2018,HIV/AIDS,15884,3755,0.62,45.72,34742000
Morocco,Eastern Mediterranean,2018,Hepatitis B,33783,1979,2.71,97.24,34742000
Morocco,Eastern Mediterranean,2018,Syphilis,22095,393,0.47,63.6,34742000
Morocco,Eastern Mediterranean,2018,HPV,36513,261,4.02,105.1,34742000
Morocco,Eastern Mediterranean,2019,HIV/AIDS,14413,3734,0.66,41.11,35061000
Morocco,Eastern Mediterranean,2019,Hepatitis B,29759,1905,3.05,84.88,35061000
Morocco,Eastern Mediterranean,2019,Syphilis,22512,481,0.48,64.21,35061000
Morocco,Eastern Mediterranean,2019,HPV,39811,340,3.93,113.55,35061000
Morocco,Eastern Mediterranean,2020,HIV/AIDS,16150,4234,0.65,45.65,35380000
Morocco,Eastern Mediterranean,2020,Hepatitis B,34410,2346,3.05,97.26,35380000
Morocco,Eastern Mediterranean,2020,Syphilis,22031,452,0.44,62.27,35380000
Morocco,Eastern Mediterranean,2020,HPV,38709,337,3.94,109.41,35380000
Morocco,Eastern Mediterranean,2021,HIV/AIDS,15825,4046,0.63,44.33,35699000
Morocco,Eastern Mediterranean,2021,Hepatitis B,30540,1569,2.9,85.55,35699000
Morocco,Eastern Mediterranean,2021,Syphilis,23907,511,0.46,66.97,35699000
Morocco,Eastern Mediterranean,2021,HPV,40604,276,3.8,113.74,35699000
Morocco,Eastern Mediterranean,2022,HIV/AIDS,13157,3557,0.69,36.53,36018000
Morocco,Eastern Mediterranean,2022,Hepatitis B,31472,1852,2.77,87.38,36018000
Morocco,Eastern Mediterranean,2022,Syphilis,25169,438,0.45,69.88,36018000
Morocco,Eastern Mediterranean,2022,HPV,38665,293,3.74,107.35,36018000
Morocco,Eastern Mediterranean,2023,HIV/AIDS,13204,3194,0.66,36.34,36337000
Morocco,Eastern Mediterranean,2023,Hepatitis B,31104,1862,2.91,85.6,36337000
Morocco,Eastern Mediterranean,2023,Syphilis,26028,462,0.49,71.63,36337000
Morocco,Eastern Mediterranean,2023,HPV,42993,363,4.02,118.32,36337000
China,Western Pacific,2000,HIV/AIDS,737394,150727,0.69,58.2,1267000000
China,Western Pacific,2000,Hepatitis B,2379426,138582,4.64,187.8,1267000000
China,Western Pacific,2000,Syphilis,998396,18012,0.53,78.8,1267000000
China,Western Pacific,2000,HPV,2036829,17697,5.08,160.76,1267000000
China,Western Pacific,2001,HIV/AIDS,783549,205837,0.72,61.17,1280936999
China,Western Pacific,2001,Hepatitis B,1958424,125105,4.7,152.89,1280936999
China,Western Pacific,2001,Syphilis,953657,17435,0.54,74.45,1280936999
China,Western Pacific,2001,HPV,1865940,13295,5.09,145.67,1280936999
China,Western Pacific,2002,HIV/AIDS,782492,161143,0.66,60.43,1294874000
China,Western Pacific,2002,Hepatitis B,2084488,143404,4.34,160.98,1294874000
China,Western Pacific,2002,Syphilis,973097,17691,0.55,75.15,1294874000
China,Western Pacific,2002,HPV,1955648,16968,5.15,151.03,1294874000
China,Western Pacific,2003,HIV/AIDS,732672,174894,0.72,55.98,1308811000
China,Western Pacific,2003,Hepatitis B,2341986,131661,4.61,178.94,1308811000
China,Western Pacific,2003,Syphilis,1076497,21306,0.6,82.25,1308811000
China,Western Pacific,2003,HPV,2239244,16285,5.37,171.09,1308811000
China,Western Pacific,2004,HIV/AIDS,800659,194164,0.72,60.53,1322748000
China,Western Pacific,2004,Hepatitis B,2191661,135873,4.82,165.69,1322748000
China,Western Pacific,2004,Syphilis,1053436,20741,0.53,79.64,1322748000
China,Western Pacific,2004,HPV,2218777,15359,5.24,167.74,1322748000
China,Western Pacific,2005,HIV/AIDS,814709,198268,0.75,60.95,1336685000
China,Western Pacific,2005,Hepatitis B,1964124,102100,4.61,146.94,1336685000
China,Western Pacific,2005,Syphilis,1017484,22870,0.58,76.12,1336685000
China,Western Pacific,2005,HPV,1987249,17893,5.36,148.67,1336685000
China,Western Pacific,2006,HIV/AIDS,671799,171382,0.68,49.74,1350622000
China,Western Pacific,2006,Hepatitis B,2321989,145871,4.48,171.92,1350622000
China,Western Pacific,2006,Syphilis,1099406,23430,0.59,81.4,1350622000
China,Western Pacific,2006,HPV,1877499,13365,4.79,139.01,1350622000
China,Western Pacific,2007,HIV/AIDS,818462,213957,0.76,59.98,1364559000
China,Western Pacific,2007,Hepatitis B,2021321,109899,4.62,148.13,1364559000
China,Western Pacific,2007,Syphilis,1056305,23210,0.55,77.41,1364559000
China,Western Pacific,2007,HPV,1915567,17549,5.19,140.38,1364559000
China,Western Pacific,2008,HIV/AIDS,776093,209052,0.66,56.3,1378496000
China,Western Pacific,2008,Hepatitis B,2280445,143381,4.53,165.43,1378496000
China,Western Pacific,2008,Syphilis,1192812,24080,0.57,86.53,1378496000
China,Western Pacific,2008,HPV,2067330,17962,4.72,149.97,1378496000
China,Western Pacific,2009,HIV/AIDS,682709,158286,0.7,49.03,1392433000
China,Western Pacific,2009,Hepatitis B,2111067,131148,4.49,151.61,1392433000
China,Western Pacific,2009,Syphilis,1070363,23779,0.54,76.87,1392433000
China,Western Pacific,2009,HPV,2316869,17573,5.03,166.39,1392433000
China,Western Pacific,2010,HIV/AIDS,667603,155075,0.66,47.47,1406369999
China,Western Pacific,2010,Hepatitis B,2431191,139275,4.73,172.87,1406369999
China,Western Pacific,2010,Syphilis,1245903,23249,0.56,88.59,1406369999
China,Western Pacific,2010,HPV,2079739,18562,4.83,147.88,1406369999
China,Western Pacific,2011,HIV/AIDS,715408,165982,0.73,50.37,1420307000
China,Western Pacific,2011,Hepatitis B,2422901,144861,4.67,170.59,1420307000
China,Western Pacific,2011,Syphilis,1053441,21364,0.61,74.17,1420307000
China,Western Pacific,2011,HPV,2026209,14042,5.37,142.66,1420307000
China,Western Pacific,2012,HIV/AIDS,704930,161052,0.71,49.15,1434244000
China,Western Pacific,2012,Hepatitis B,2221500,118498,4.39,154.89,1434244000
China,Western Pacific,2012,Syphilis,1042838,23690,0.54,72.71,1434244000
China,Western Pacific,2012,HPV,2172592,16777,5.06,151.48,1434244000
China,Western Pacific,2013,HIV/AIDS,764639,171188,0.67,52.8,1448181000
China,Western Pacific,2013,Hepatitis B,2313179,150036,4.55,159.73,1448181000
China,Western Pacific,2013,Syphilis,1275992,23102,0.6,88.11,1448181000
China,Western Pacific,2013,HPV,1957940,16995,4.8,135.2,1448181000
China,Western Pacific,2014,HIV/AIDS,793637,178942,0.76,54.28,1462118000
China,Western Pacific,2014,Hepatitis B,2407523,158439,4.59,164.66,1462118000
China,Western Pacific,2014,Syphilis,1201714,21000,0.54,82.19,1462118000
China,Western Pacific,2014,HPV,2375941,18155,5.01,162.5,1462118000
China,Western Pacific,2015,HIV/AIDS,701568,190854,0.69,47.53,1476055000
China,Western Pacific,2015,Hepatitis B,2031346,132471,4.29,137.62,1476055000
China,Western Pacific,2015,Syphilis,1216859,20938,0.54,82.44,1476055000
China,Western Pacific,2015,HPV,2041679,13953,4.87,138.32,1476055000
China,Western Pacific,2016,HIV/AIDS,675860,179502,0.74,45.36,1489992000
China,Western Pacific,2016,Hepatitis B,2443735,138680,4.48,164.01,1489992000
China,Western Pacific,2016,Syphilis,1351571,27334,0.59,90.71,1489992000
China,Western Pacific,2016,HPV,2066767,16610,4.92,138.71,1489992000
China,Western Pacific,2017,HIV/AIDS,722938,197417,0.65,48.07,1503929000
China,Western Pacific,2017,Hepatitis B,2288829,125442,4.63,152.19,1503929000
China,Western Pacific,2017,Syphilis,1304959,22929,0.59,86.77,1503929000
China,Western Pacific,2017,HPV,2239801,19722,5.2,148.93,1503929000
China,Western Pacific,2018,HIV/AIDS,666494,158110,0.75,43.91,1517866000
China,Western Pacific,2018,Hepatitis B,2056404,112198,4.28,135.48,1517866000
China,Western Pacific,2018,Syphilis,1189551,25566,0.57,78.37,1517866000
China,Western Pacific,2018,HPV,2054735,14768,5.47,135.37,1517866000
China,Western Pacific,2019,HIV/AIDS,723011,190831,0.76,47.2,1531803000
China,Western Pacific,2019,Hepatitis B,2329719,124443,4.72,152.09,1531803000
China,Western Pacific,2019,Syphilis,1128785,19795,0.56,73.69,1531803000
China,Western Pacific,2019,HPV,2147128,19322,4.84,140.17,1531803000
China,Western Pacific,2020,HIV/AIDS,761122,194393,0.74,49.24,1545740000
China,Western Pacific,2020,Hepatitis B,2088913,131121,4.23,135.14,1545740000
China,Western Pacific,2020,Syphilis,1318516,26154,0.56,85.3,1545740000
China,Western Pacific,2020,HPV,2221073,16777,4.86,143.69,1545740000
China,Western Pacific,2021,HIV/AIDS,685634,187053,0.72,43.96,1559676999
China,Western Pacific,2021,Hepatitis B,2279935,149395,4.73,146.18,1559676999
China,Western Pacific,2021,Syphilis,1185198,23576,0.58,75.99,1559676999
China,Western Pacific,2021,HPV,2271825,20389,4.69,145.66,1559676999
China,Western Pacific,2022,HIV/AIDS,761471,167006,0.65,48.39,1573614000
China,Western Pacific,2022,Hepatitis B,2104866,130007,4.77,133.76,1573614000
China,Western Pacific,2022,Syphilis,1217347,23276,0.6,77.36,1573614000
China,Western Pacific,2022,HPV,2227607,17935,4.98,141.56,1573614000
China,Western Pacific,2023,HIV/AIDS,684869,160648,0.68,43.14,1587551000
China,Western Pacific,2023,Hepatitis B,2464990,166374,4.57,155.27,1587551000
China,Western Pacific,2023,Syphilis,1339099,25123,0.59,84.35,1587551000
China,Western Pacific,2023,HPV,2399424,16428,4.88,151.14,1587551000
Japan,Western Pacific,2000,HIV/AIDS,73063,19886,0.68,57.53,127000000
Japan,Western Pacific,2000,Hepatitis B,248450,13154,4.94,195.63,127000000
Japan,Western Pacific,2000,Syphilis,111836,2124,0.62,88.06,127000000
Japan,Western Pacific,2000,HPV,206489,1416,5.4,162.59,127000000
Japan,Western Pacific,2001,HIV/AIDS,78822,17147,0.76,61.39,128396999
Japan,Western Pacific,2001,Hepatitis B,222178,14272,4.76,173.04,128396999
Japan,Western Pacific,2001,Syphilis,114902,2381,0.63,89.49,128396999
Japan,Western Pacific,2001,HPV,211611,1715,5.35,164.81,128396999
Japan,Western Pacific,2002,HIV/AIDS,71140,18181,0.76,54.81,129794000
Japan,Western Pacific,2002,Hepatitis B,226386,14285,5.02,174.42,129794000
Japan,Western Pacific,2002,Syphilis,102628,1781,0.55,79.07,129794000
Japan,Western Pacific,2002,HPV,202478,1457,5.23,156.0,129794000
Japan,Western Pacific,2003,HIV/AIDS,73243,19057,0.7,55.83,131190999
Japan,Western Pacific,2003,Hepatitis B,239974,12983,4.65,182.92,131190999
Japan,Western Pacific,2003,Syphilis,98157,1899,0.55,74.82,131190999
Japan,Western Pacific,2003,HPV,189780,1728,5.12,144.66,131190999
Japan,Western Pacific,2004,HIV/AIDS,78531,16751,0.77,59.23,132588000
Japan,Western Pacific,2004,Hepatitis B,215866,12499,5.08,162.81,132588000
Japan,Western Pacific,2004,Syphilis,112235,2278,0.64,84.65,132588000
Japan,Western Pacific,2004,HPV,203032,1407,5.29,153.13,132588000
Japan,Western Pacific,2005,HIV/AIDS,71628,19172,0.68,53.46,133984999
Japan,Western Pacific,2005,Hepatitis B,236604,13008,4.58,176.59,133984999
Japan,Western Pacific,2005,Syphilis,114583,2153,0.63,85.52,133984999
Japan,Western Pacific,2005,HPV,205090,1834,5.56,153.07,133984999
Japan,Western Pacific,2006,HIV/AIDS,85074,18092,0.71,62.84,135382000
Japan,Western Pacific,2006,Hepatitis B,225817,15109,4.58,166.8,135382000
Japan,Western Pacific,2006,Syphilis,100399,2252,0.6,74.16,135382000
Japan,Western Pacific,2006,HPV,237026,2152,5.39,175.08,135382000
Japan,Western Pacific,2007,HIV/AIDS,70632,14453,0.72,51.64,136779000
Japan,Western Pacific,2007,Hepatitis B,253533,13058,5.04,185.36,136779000
Japan,Western Pacific,2007,Syphilis,101271,1878,0.58,74.04,136779000
Japan,Western Pacific,2007,HPV,232373,2021,4.97,169.89,136779000
Japan,Western Pacific,2008,HIV/AIDS,78511,16839,0.72,56.82,138176000
Japan,Western Pacific,2008,Hepatitis B,255059,15025,4.83,184.59,138176000
Japan,Western Pacific,2008,Syphilis,111425,2443,0.63,80.64,138176000
Japan,Western Pacific,2008,HPV,232094,2072,5.36,167.97,138176000
Japan,Western Pacific,2009,HIV/AIDS,73959,17241,0.76,52.99,139573000
Japan,Western Pacific,2009,Hepatitis B,235738,16200,5.11,168.9,139573000
Japan,Western Pacific,2009,Syphilis,116459,2606,0.6,83.44,139573000
Japan,Western Pacific,2009,HPV,241782,1681,5.49,173.23,139573000
Japan,Western Pacific,2010,HIV/AIDS,74079,19210,0.78,52.55,140969999
Japan,Western Pacific,2010,Hepatitis B,243483,14237,4.86,172.72,140969999
Japan,Western Pacific,2010,Syphilis,115158,2160,0.62,81.69,140969999
Japan,Western Pacific,2010,HPV,228780,2019,5.45,162.29,140969999
Japan,Western Pacific,2011,HIV/AIDS,73746,15609,0.76,51.8,142367000
Japan,Western Pacific,2011,Hepatitis B,213536,11102,4.67,149.99,142367000
Japan,Western Pacific,2011,Syphilis,130778,2261,0.63,91.86,142367000
Japan,Western Pacific,2011,HPV,237482,2014,5.27,166.81,142367000
Japan,Western Pacific,2012,HIV/AIDS,82879,17601,0.74,57.65,143764000
Japan,Western Pacific,2012,Hepatitis B,207149,14103,4.73,144.09,143764000
Japan,Western Pacific,2012,Syphilis,122587,2106,0.58,85.27,143764000
Japan,Western Pacific,2012,HPV,242515,2059,5.11,168.69,143764000
Japan,Western Pacific,2013,HIV/AIDS,79315,16544,0.71,54.64,145161000
Japan,Western Pacific,2013,Hepatitis B,226959,14435,4.6,156.35,145161000
Japan,Western Pacific,2013,Syphilis,130717,2636,0.57,90.05,145161000
Japan,Western Pacific,2013,HPV,201251,1736,5.02,138.64,145161000
Japan,Western Pacific,2014,HIV/AIDS,80577,17263,0.77,54.98,146558000
Japan,Western Pacific,2014,Hepatitis B,235811,16234,4.68,160.9,146558000
Japan,Western Pacific,2014,Syphilis,127886,2285,0.63,87.26,146558000
Japan,Western Pacific,2014,HPV,222431,1708,5.49,151.77,146558000
Japan,Western Pacific,2015,HIV/AIDS,77543,21356,0.74,52.41,147955000
Japan,Western Pacific,2015,Hepatitis B,217020,12636,5.07,146.68,147955000
Japan,Western Pacific,2015,Syphilis,124400,2312,0.59,84.08,147955000
